@relation 'high_csv-weka.filters.unsupervised.attribute.Remove-R1-3,19-22-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R5-6-weka.filters.unsupervised.attribute.Remove-R2-3'

@attribute price numeric
@attribute sqft_living numeric
@attribute waterfront numeric
@attribute view numeric
@attribute condition numeric
@attribute grade numeric
@attribute sqft_above numeric
@attribute sqft_basement numeric
@attribute zipcode numeric

@data
677000,2180,0,0,3,8,2060,120,98144
677000,2000,0,0,4,7,1100,900,98103
677000,2820,0,0,3,9,2820,0,98034
677100,2110,0,0,3,10,2110,0,98074
677500,2020,0,0,3,8,2020,0,98040
677500,2340,0,0,3,8,1810,530,98116
677790,2800,0,0,3,8,2800,0,98117
677900,2440,0,0,3,8,2440,0,98052
677915,1740,0,0,5,7,990,750,98119
678000,2770,0,1,5,8,1640,1130,98033
678000,1670,0,0,5,8,1670,0,98008
678000,2730,0,0,3,9,2730,0,98074
678000,2640,0,0,3,9,2640,0,98052
678100,1850,0,0,5,8,1210,640,98116
678500,2460,0,2,4,8,1370,1090,98136
678500,1210,0,2,5,7,1210,0,98103
678500,2620,0,0,3,8,2620,0,98058
678700,1970,0,0,4,8,1300,670,98033
678940,2610,0,0,5,7,1750,860,98115
679000,1420,0,0,4,8,1420,0,98103
679000,2100,0,0,4,7,1780,320,98105
679000,3080,0,0,3,7,1540,1540,98052
679000,3680,0,0,3,10,3680,0,98038
679000,3420,0,0,3,9,3420,0,98010
679000,2260,0,0,4,8,1690,570,98029
679000,1780,0,0,4,8,1780,0,98115
679000,2770,0,3,3,8,2770,0,98056
679900,2440,0,2,3,9,1980,460,98116
679950,2850,0,0,3,9,2850,0,98075
679950,2230,0,0,3,8,2230,0,98133
679950,3600,0,0,3,9,3600,0,98059
679975,3830,0,0,3,8,2900,930,98065
679990,3320,0,0,3,8,3320,0,98133
680000,3140,0,0,4,10,3140,0,98077
680000,3000,0,2,3,8,2400,600,98118
680000,1660,0,0,4,7,1080,580,98116
680000,3030,0,0,3,9,3030,0,98005
680000,3180,0,0,4,8,1590,1590,98006
680000,2700,0,0,4,8,1600,1100,98072
680000,2620,0,0,4,8,1830,790,98004
680000,2330,0,2,5,7,1520,810,98115
680000,1820,0,0,3,7,1090,730,98103
680000,2060,0,0,3,8,1900,160,98005
680000,2720,0,0,3,8,2720,0,98072
680000,1450,0,0,3,9,1450,0,98109
680000,1610,0,2,4,7,1160,450,98033
680000,2880,0,0,3,8,1780,1100,98052
680000,2500,0,0,3,8,2500,0,98053
680000,1620,0,0,3,7,1110,510,98112
680000,3150,0,0,3,9,3150,0,98075
680000,3290,0,0,3,9,3290,0,98075
680000,2970,0,0,3,9,2970,0,98075
680000,2200,0,4,4,8,1640,560,98028
680000,2140,0,0,4,7,1070,1070,98199
680000,2140,0,0,4,7,2020,120,98122
680000,1870,0,0,4,7,970,900,98103
680000,1670,0,0,5,7,900,770,98105
680000,2300,0,0,4,8,2300,0,98027
680000,1780,0,0,5,7,980,800,98103
680000,2270,0,0,3,9,1820,450,98177
680000,2920,0,0,3,8,1710,1210,98177
680000,2440,0,0,3,8,1990,450,98155
680000,1020,0,4,4,7,920,100,98136
680000,2120,0,0,3,9,2120,0,98052
680000,3620,0,0,3,10,3620,0,98058
680000,2530,0,0,4,7,1390,1140,98112
680000,2980,0,0,3,10,2980,0,98075
680000,1090,0,0,4,7,850,240,98115
680000,1660,0,0,5,7,1660,0,98117
680000,2830,0,0,3,9,2830,0,98075
680000,1820,0,0,5,7,1320,500,98005
680000,2140,0,0,3,7,1070,1070,98199
680000,1880,0,2,5,8,1440,440,98146
680000,1760,0,0,4,8,1460,300,98136
680000,2220,0,0,5,7,1170,1050,98144
680000,3310,0,0,3,9,3310,0,98077
680000,2520,0,0,3,9,2520,0,98029
680000,2330,0,0,4,8,1590,740,98040
680000,3650,0,0,3,10,2050,1600,98031
680000,1800,0,0,5,7,1350,450,98199
680000,2440,0,0,3,8,2440,0,98133
680000,3490,0,0,3,9,2850,640,98072
680000,2330,0,0,3,9,2330,0,98029
680000,2510,0,0,3,8,1990,520,98052
680000,2570,0,0,3,9,2570,0,98027
680200,1960,0,0,3,8,1210,750,98103
681000,3860,0,0,3,8,2930,930,98065
681000,1700,0,0,3,7,1700,0,98118
681000,1880,0,0,4,8,1880,0,98006
681500,3260,0,0,3,8,1630,1630,98008
681716,3150,0,0,3,9,3150,0,98056
682000,2760,0,0,3,9,2760,0,98059
682000,2120,0,0,4,7,1720,400,98109
682000,2820,0,0,3,9,2820,0,98075
682000,1830,0,2,5,8,1830,0,98122
682000,3030,0,0,4,9,3030,0,98072
682000,890,0,0,3,7,890,0,98105
682000,2450,0,0,4,8,2450,0,98075
682000,3600,0,0,3,9,3400,200,98077
682000,2390,0,0,3,8,2390,0,98053
682500,3500,0,0,3,7,3500,0,98155
683000,1720,0,0,3,7,1520,200,98112
683000,2300,0,2,3,9,2300,0,98027
683000,2620,0,0,3,9,2620,0,98052
683500,1820,0,0,3,7,1640,180,98119
684000,3040,0,0,3,9,2420,620,98059
684000,2500,0,0,4,8,2500,0,98052
684680,2370,0,0,4,8,2370,0,98052
685000,1570,0,0,3,7,1570,0,98119
685000,2060,0,0,5,8,1330,730,98144
685000,2210,0,1,3,8,1560,650,98033
685000,1900,0,0,5,7,1900,0,98008
685000,2770,0,0,3,10,2770,0,98074
685000,3150,0,0,4,9,3000,150,98024
685000,2670,0,0,5,9,2670,0,98155
685000,1090,0,0,3,7,1090,0,98103
685000,2820,0,0,3,8,2820,0,98155
685000,2770,0,0,3,8,2400,370,98136
685000,1460,0,0,4,7,1460,0,98040
685000,1480,0,2,3,8,1480,0,98122
685000,2770,0,0,3,8,2120,650,98112
685000,2320,0,0,4,8,2320,0,98053
685000,2650,0,2,3,9,2330,320,98177
685000,3550,0,0,3,9,3550,0,98065
685000,2170,0,0,3,7,1220,950,98004
685000,3320,0,0,3,9,3320,0,98053
685000,3450,0,0,4,8,2970,480,98116
685000,2210,0,2,3,7,1710,500,98103
685000,2260,0,0,3,9,2260,0,98007
685000,2030,0,0,4,8,2030,0,98052
685000,2340,0,0,5,8,1270,1070,98199
685000,3030,0,0,3,9,3030,0,98074
685000,2290,0,3,5,7,2290,0,98115
685000,1550,1,4,3,6,1370,180,98166
685000,2810,0,0,3,9,2810,0,98006
685000,1650,0,0,3,8,1470,180,98040
685000,2370,0,0,3,8,2370,0,98029
685000,1660,0,0,5,7,1280,380,98117
685000,2770,0,0,4,9,2770,0,98077
685000,2720,0,0,4,7,1580,1140,98105
685000,3133,0,0,3,9,2533,600,98166
685000,3160,0,0,3,9,3160,0,98027
685000,2230,0,0,3,8,2230,0,98040
685000,1300,0,2,3,7,1300,0,98122
685000,2520,0,0,3,8,1630,890,98027
685000,1940,0,1,4,8,1440,500,98136
685000,2500,0,0,3,8,1770,730,98107
685000,3290,0,0,4,10,3290,0,98042
685000,1710,0,0,3,9,1140,570,98122
685000,2310,0,0,3,9,2310,0,98177
685000,2840,0,0,3,8,2840,0,98125
685000,2510,0,0,3,8,2510,0,98052
685100,2790,0,0,3,9,2790,0,98074
685530,3130,0,0,3,9,3130,0,98014
685650,1490,0,0,5,8,1490,0,98005
685900,2290,0,0,3,8,2290,0,98117
686000,2760,0,0,3,10,2760,0,98075
686000,2130,0,0,4,8,2130,0,98006
686000,1840,0,0,5,8,1840,0,98177
686500,1390,0,0,4,8,1390,0,98105
687000,2370,0,0,5,8,2370,0,98033
687000,4400,0,0,4,9,4400,0,98022
687015,1470,0,0,3,10,1470,0,98119
687500,2330,0,0,4,7,1510,820,98117
687500,3190,0,0,3,10,3190,0,98075
687500,1040,0,0,4,6,1040,0,98033
687500,1280,0,0,3,8,1280,0,98122
687500,2450,0,2,4,8,1540,910,98125
687500,3320,0,0,4,7,2020,1300,98033
688000,3000,0,3,3,8,1970,1030,98144
688000,4000,0,0,3,9,4000,0,98065
688000,2250,0,1,3,8,1350,900,98125
688000,3450,0,0,3,10,3450,0,98074
688000,1760,0,3,3,8,1290,470,98136
688000,3400,0,0,3,10,3400,0,98045
688100,2370,0,0,4,8,2370,0,98052
688500,1760,0,3,4,7,1760,0,98103
688888,2580,0,1,4,9,1760,820,98027
689000,2240,0,0,3,9,2240,0,98029
689000,3220,0,0,3,10,3220,0,98075
689000,2020,0,0,4,7,2020,0,98136
689000,2200,0,0,5,8,1500,700,98006
689000,2330,0,2,4,7,1220,1110,98146
689000,2110,0,0,3,9,2110,0,98052
689000,2440,0,0,5,8,1480,960,98006
689000,2080,0,3,4,8,1700,380,98125
689000,3250,0,0,3,9,3250,0,98155
689000,4490,0,0,3,9,3390,1100,98065
689500,2050,0,0,3,8,2050,0,98029
689800,2390,0,0,5,8,1390,1000,98133
689800,1370,0,0,3,7,1090,280,98199
689888,1930,0,0,5,8,1540,390,98122
689900,2740,0,0,3,9,2060,680,98027
689950,2520,0,0,3,8,2520,0,98125
690000,2900,0,0,3,9,2900,0,98053
690000,970,0,0,4,7,970,0,98103
690000,2820,0,0,3,9,2820,0,98074
690000,2920,0,0,4,9,2920,0,98029
690000,2820,0,0,3,9,2820,0,98029
690000,1610,0,0,5,8,1610,0,98115
690000,1930,0,2,3,7,1930,0,98116
690000,2540,0,0,3,8,1500,1040,98115
690000,1090,0,0,4,7,1090,0,98117
690000,1600,0,0,5,7,850,750,98112
690000,2710,0,0,3,10,2220,490,98029
690000,2070,0,3,3,8,1340,730,98136
690000,2720,0,0,3,8,1860,860,98115
690000,2430,0,0,4,9,1430,1000,98006
690000,1300,0,0,4,7,1300,0,98117
690000,1770,0,0,3,8,1770,0,98122
690000,3370,0,0,4,8,2140,1230,98029
690000,2360,0,3,3,8,1560,800,98136
690000,1710,0,0,4,7,1180,530,98040
690000,3210,0,0,4,8,3210,0,98052
690000,2690,0,2,3,8,1930,760,98118
690000,2120,0,0,4,9,2120,0,98029
690000,1760,0,0,3,8,1760,0,98102
690000,2740,0,0,3,9,2740,0,98074
690000,3730,0,0,3,10,2460,1270,98029
690000,2670,0,0,4,9,2670,0,98029
690000,2590,0,0,3,9,2590,0,98126
690000,1580,0,0,3,8,1580,0,98102
690000,2480,0,0,3,9,1890,590,98112
690000,2230,0,0,4,7,1510,720,98144
690000,2700,0,0,3,9,2700,0,98052
690000,1600,0,0,3,7,1030,570,98112
690000,1760,0,0,3,8,1760,0,98117
690000,3220,0,0,3,9,3220,0,98072
690000,1970,0,0,3,7,1970,0,98103
690000,2780,0,0,3,8,2780,0,98075
690000,2330,0,0,3,9,2330,0,98034
690000,2980,0,0,3,10,2490,490,98029
690000,1890,0,3,4,8,1890,0,98125
690000,1760,0,0,4,7,980,780,98199
690000,2780,0,0,3,9,2780,0,98059
690000,3340,0,0,3,8,2600,740,98065
690000,1990,0,0,3,9,1780,210,98102
690000,1540,0,0,3,9,1540,0,98103
690500,2000,0,2,4,7,1280,720,98112
690500,3130,0,0,3,8,3130,0,98155
690700,2870,0,0,3,9,2870,0,98059
691000,1780,0,0,3,7,980,800,98119
691000,2550,0,0,3,8,1700,850,98033
691000,3040,0,0,3,10,3040,0,98074
691100,2360,0,0,4,8,1710,650,98006
691500,2600,0,0,3,7,2600,0,98115
692000,2350,0,0,3,10,2350,0,98074
692000,3490,0,2,3,9,2242,1248,98070
692500,3420,0,0,3,9,1710,1710,98028
692500,3710,0,0,3,9,3710,0,98065
692500,2420,0,0,3,9,2420,0,98077
692500,2820,0,0,3,10,2820,0,98075
692500,2230,0,0,3,7,1390,840,98034
693000,2460,0,0,3,8,2460,0,98052
693000,3160,0,0,3,10,3160,0,98075
693000,2460,0,0,3,9,2460,0,98052
693000,2120,0,1,4,9,1420,700,98040
693000,2090,0,2,5,8,1280,810,98006
694000,2320,0,0,3,8,2320,0,98053
695000,2540,0,0,3,9,2540,0,98074
695000,2390,0,0,3,9,2390,0,98074
695000,1140,0,0,3,7,1140,0,98103
695000,3010,0,0,3,8,3010,0,98028
695000,3160,0,0,3,7,1870,1290,98103
695000,3290,0,0,3,7,1870,1420,98052
695000,2360,0,3,3,8,1520,840,98117
695000,2560,0,1,4,8,1380,1180,98136
695000,2620,0,0,3,9,2620,0,98077
695000,2660,0,0,3,9,2660,0,98075
695000,2632,0,3,3,10,2632,0,98070
695000,3150,0,0,3,9,3150,0,98075
695000,2390,0,2,3,8,1390,1000,98117
695000,2790,0,0,3,9,2790,0,98074
695000,2500,0,0,5,7,1680,820,98103
695000,2380,0,0,3,7,1690,690,98112
695000,1790,0,0,5,8,1790,0,98004
695000,4560,0,0,4,9,3800,760,98074
695000,3940,0,0,3,9,3940,0,98065
695000,2080,0,0,4,8,2080,0,98144
695000,2600,0,0,5,8,2120,480,98027
695000,2550,0,0,3,9,2550,0,98053
695000,2650,0,0,3,10,2650,0,98029
695000,2961,0,0,3,9,2961,0,98075
695000,2590,0,0,3,10,2590,0,98006
695000,2960,0,0,3,9,2960,0,98029
695000,3310,0,0,5,9,2400,910,98027
695000,2630,0,2,3,9,2030,600,98027
695000,3530,0,0,3,9,2660,870,98177
695000,3080,0,0,3,8,2080,1000,98117
695000,2170,0,2,3,8,2170,0,98053
695000,3510,0,0,3,10,3510,0,98065
695000,2830,0,0,3,8,2830,0,98065
695000,1570,0,0,3,9,1570,0,98004
695000,3510,0,0,3,10,3510,0,98065
695500,2510,0,1,4,8,1600,910,98052
696000,2300,0,0,3,8,1510,790,98115
696000,1670,0,0,5,7,1170,500,98008
696000,2900,0,0,4,8,2300,600,98199
696000,3650,0,0,3,9,2550,1100,98045
696500,2540,0,0,5,7,1630,910,98103
696500,3210,0,0,3,8,3210,0,98077
696950,2450,0,0,4,7,1550,900,98117
697000,2420,0,0,5,7,1640,780,98115
697000,2820,0,0,5,7,1860,960,98117
697000,3650,0,0,4,8,3650,0,98077
697000,1670,0,0,5,8,1670,0,98052
697000,3160,0,0,3,8,3160,0,98074
697000,3220,0,0,3,9,3220,0,98075
698000,2680,0,0,5,7,1340,1340,98033
698000,2640,0,0,3,9,2260,380,98052
698000,1090,0,0,4,7,1090,0,98040
698000,2200,0,0,5,7,1300,900,98033
698000,2990,0,0,3,9,2990,0,98075
698000,3630,0,0,3,10,3630,0,98056
698000,1510,0,0,3,7,1010,500,98103
698000,2580,0,0,3,9,2580,0,98074
698000,1220,0,0,4,7,1220,0,98033
699000,1670,0,0,3,7,1270,400,98199
699000,3230,0,0,4,10,3230,0,98027
699000,1400,0,0,4,8,1400,0,98115
699000,3340,0,0,3,10,3340,0,98038
699000,2550,0,0,3,9,2550,0,98008
699000,2970,0,0,4,8,2970,0,98072
699000,2580,0,0,3,10,2090,490,98177
699000,3280,0,0,3,9,3280,0,98053
699000,2740,0,1,4,10,1510,1230,98040
699000,2010,0,2,3,9,2010,0,98118
699000,2650,0,0,3,9,2650,0,98125
699000,2680,0,0,3,9,2680,0,98052
699000,2440,0,0,4,9,1660,780,98005
699000,1820,0,2,3,8,1820,0,98107
699000,2370,0,0,4,9,2370,0,98033
699000,3200,0,0,3,10,3200,0,98011
699188,3250,0,0,3,9,3250,0,98065
699800,2380,0,0,3,8,2380,0,98053
699850,2690,0,0,3,9,2690,0,98075
699900,2810,0,0,3,9,2810,0,98075
699900,2380,0,0,3,7,1540,840,98008
699900,2190,0,0,4,8,1430,760,98006
699950,2190,0,0,4,8,2190,0,98077
699950,3370,0,0,4,9,3370,0,98075
699950,2070,0,1,5,7,1180,890,98125
699950,2230,0,1,4,8,1430,800,98136
699950,3674,0,1,3,9,3674,0,98166
699950,2390,0,0,3,8,2390,0,98053
699950,2510,0,0,3,9,2510,0,98029
699999,1240,0,0,4,7,1240,0,98112
699999,1460,0,0,3,8,950,510,98112
700000,1580,0,0,3,8,1290,290,98117
700000,2830,0,1,5,8,1610,1220,98075
700000,2400,0,0,4,7,1780,620,98122
700000,1980,0,0,3,7,1980,0,98103
700000,1830,0,0,3,8,1830,0,98105
700000,2330,0,0,4,8,2330,0,98052
700000,2000,0,0,4,8,2000,0,98005
700000,1300,0,3,4,6,1300,0,98022
700000,2690,0,0,3,9,1890,800,98074
700000,1850,0,2,4,7,1850,0,98126
700000,2870,0,1,4,8,1860,1010,98155
700000,2600,0,0,4,8,1300,1300,98010
700000,1660,0,2,3,9,1400,260,98109
700000,2080,0,0,5,7,1160,920,98117
700000,2130,0,0,4,7,1680,450,98144
700000,2340,0,0,3,8,1610,730,98052
700000,1730,0,0,3,7,1250,480,98115
700000,1410,0,0,4,6,1410,0,98144
700000,2230,0,0,5,7,1510,720,98103
700000,1160,1,4,3,6,1160,0,98178
700000,2770,0,0,3,8,2770,0,98053
700000,930,0,3,3,7,930,0,98136
700000,2440,0,0,3,7,2440,0,98125
700000,3150,0,0,3,9,3150,0,98075
700000,2790,0,0,4,8,2790,0,98119
700000,5360,0,0,3,9,3270,2090,98074
700000,3150,0,0,3,9,3150,0,98075
700000,3110,0,2,3,9,3110,0,98065
700000,3680,0,0,3,7,2830,850,98102
700000,1820,0,2,3,8,1820,0,98146
700000,1640,0,0,5,7,1640,0,98115
700000,2580,0,0,3,9,2580,0,98052
700000,1460,0,0,4,7,1460,0,98075
700000,2470,0,0,3,7,1480,990,98199
700000,2100,0,0,3,8,2100,0,98117
700000,3270,0,3,4,9,2320,950,98166
700000,2090,0,0,5,7,1290,800,98103
700000,2360,0,0,3,7,1280,1080,98109
700000,2030,0,0,4,9,2030,0,98008
700000,2410,0,0,4,10,2410,0,98052
700000,2060,0,0,5,8,1050,1010,98006
700000,1679,0,0,3,9,1679,0,98070
700000,2490,0,0,3,9,2490,0,98053
700000,3580,0,0,4,8,3580,0,98024
700000,2770,0,0,3,9,2770,0,98075
700000,2850,0,0,3,10,2850,0,98072
700000,1500,0,0,5,7,850,650,98199
700000,2590,0,0,3,9,2590,0,98052
700000,1910,0,0,3,7,1080,830,98103
700000,2310,0,0,3,7,1490,820,98103
700000,2280,0,0,3,7,1210,1070,98105
700000,1620,0,4,3,8,1320,300,98136
700000,1300,0,0,4,8,1300,0,98004
700000,3100,0,0,3,10,3100,0,98077
700000,1980,0,0,4,8,1320,660,98005
700000,2672,0,0,3,8,2020,652,98115
700000,2500,0,0,5,7,1390,1110,98177
700000,1940,0,3,3,7,1090,850,98107
700000,1990,0,3,3,9,1990,0,98028
700000,1680,0,0,3,7,1680,0,98103
700000,2440,0,0,4,10,2440,0,98029
700000,2010,0,0,5,7,1230,780,98122
700000,1930,0,0,3,7,1430,500,98119
700000,3350,0,0,3,10,3350,0,98010
700000,2490,0,0,3,8,2490,0,98029
700000,3350,0,2,3,9,3350,0,98065
700000,2190,0,0,4,7,1610,580,98033
700000,2320,0,2,3,8,1720,600,98144
700000,3110,0,0,3,8,2430,680,98038
700000,1870,0,0,5,8,1670,200,98199
700000,3030,0,2,3,8,3030,0,98146
700000,2420,0,0,3,7,2420,0,98112
700000,1950,1,4,3,7,1150,800,98178
700000,2530,0,0,4,8,2530,0,98038
700000,3100,0,2,4,8,3100,0,98125
700000,1350,0,0,4,7,1350,0,98103
700000,1470,0,0,3,7,1470,0,98112
700000,1570,0,0,5,8,1570,0,98103
700000,2490,0,0,4,7,1690,800,98136
700000,3010,0,0,3,9,3010,0,98053
700000,2780,0,0,3,9,2780,0,98133
700000,2190,0,0,3,8,2190,0,98033
700000,2240,0,1,3,9,1440,800,98008
700000,4490,0,0,3,9,3390,1100,98065
700000,2350,0,0,3,8,2350,0,98029
700000,3040,0,0,3,9,3040,0,98177
700000,1490,0,0,3,9,1490,0,98109
700000,2050,0,0,3,9,2050,0,98117
700000,2230,0,0,3,8,2230,0,98133
700180,1530,0,0,3,8,1020,510,98115
700500,2560,0,0,3,9,2560,0,98072
701000,1840,0,0,3,8,1840,0,98118
701000,2910,0,0,3,9,2910,0,98059
701000,3340,0,0,3,10,3340,0,98065
702000,2190,0,0,3,8,1760,430,98033
702000,3280,0,0,3,7,3280,0,98053
702000,2810,0,0,3,9,2810,0,98074
702000,3880,0,0,3,7,3880,0,98053
702000,2650,0,0,3,8,2650,0,98053
702500,2360,0,0,5,7,1930,430,98103
703000,1360,0,0,3,8,1360,0,98116
703011,1370,0,2,3,8,1130,240,98199
703300,1980,0,0,4,8,1590,390,98117
703770,2550,0,0,3,9,2550,0,98006
704000,2510,0,0,5,8,2050,460,98052
704000,1140,0,0,3,7,1140,0,98115
704000,2490,0,0,4,8,1490,1000,98199
704111,2460,0,1,3,8,1680,780,98034
704300,1790,0,0,5,7,1790,0,98144
705000,1970,1,3,4,9,1770,200,98070
705000,2180,0,2,4,7,1140,1040,98040
705000,2570,0,0,4,7,1970,600,98115
705000,2910,0,0,4,8,2350,560,98034
705000,2305,0,0,3,8,2305,0,98077
705000,2500,0,0,3,10,2500,0,98074
705000,1780,0,3,3,8,1780,0,98118
705000,2300,0,0,3,8,2300,0,98053
705000,3150,0,0,3,9,3150,0,98075
705000,3000,0,0,3,9,3000,0,98029
705000,2040,0,0,5,7,1160,880,98115
705000,2830,0,0,4,8,1430,1400,98005
705000,2200,0,3,3,8,2200,0,98022
705000,2650,0,0,3,8,1520,1130,98116
705000,1820,0,0,3,7,1820,0,98119
705000,1650,0,0,5,7,1650,0,98103
705000,2740,0,0,3,9,2740,0,98103
705000,1440,0,0,4,7,1440,0,98103
705000,1690,0,0,4,8,1690,0,98040
705000,2380,0,0,5,7,2380,0,98107
705000,2620,0,0,3,8,1520,1100,98075
705000,2820,0,3,3,9,1780,1040,98177
705000,1460,0,0,4,7,1460,0,98103
705000,2320,0,0,5,8,1380,940,98199
705000,2780,0,0,3,8,2780,0,98053
705000,2260,0,0,4,8,1540,720,98109
705000,2060,0,1,4,8,1370,690,98136
705000,1580,0,2,3,8,1080,500,98107
705000,3250,0,0,3,9,2410,840,98106
705380,2490,0,0,3,9,2490,0,98029
705640,2400,0,0,4,8,1420,980,98033
706000,2740,0,0,3,9,2740,0,98033
706000,1900,0,0,5,7,1410,490,98105
706000,2890,0,0,3,9,2890,0,98059
706000,3280,0,0,3,9,2190,1090,98188
706000,2510,0,0,3,8,2510,0,98053
707000,3050,0,0,4,8,1590,1460,98006
707000,2130,0,0,5,8,1330,800,98199
707000,3200,0,0,3,9,3200,0,98075
707000,3540,0,0,4,8,2940,600,98188
707000,2920,0,0,4,9,1690,1230,98006
707000,1980,0,0,3,8,1980,0,98109
707500,1500,0,2,3,7,1500,0,98109
707500,1550,0,0,5,7,1550,0,98107
707900,1750,0,0,4,7,1750,0,98115
708000,1120,0,0,3,7,950,170,98199
708000,3060,0,0,3,8,3060,0,98034
708000,3180,0,0,3,8,1910,1270,98052
708000,3090,0,0,3,9,3090,0,98075
709000,1680,0,0,3,7,1680,0,98103
709000,2780,0,0,4,8,1870,910,98118
709000,2170,0,0,3,7,1270,900,98117
709000,2360,0,0,4,8,2180,180,98177
709050,2720,0,0,3,8,2670,50,98125
709950,3910,0,0,3,9,3130,780,98065
710000,1740,0,0,5,8,1740,0,98033
710000,1790,0,0,4,7,1040,750,98112
710000,1880,0,0,4,8,1040,840,98109
710000,2090,0,0,5,7,2090,0,98033
710000,1780,0,0,3,8,1780,0,98040
710000,2940,0,0,3,9,2940,0,98029
710000,1700,0,0,3,8,1460,240,98119
710000,2930,0,2,3,8,2930,0,98024
710000,2830,0,0,3,10,2830,0,98074
710000,2120,0,0,4,8,1060,1060,98199
710000,2720,0,0,4,7,1360,1360,98136
710000,2750,0,0,5,8,1630,1120,98177
710000,1210,0,0,4,7,1000,210,98199
710000,2710,0,0,4,8,1690,1020,98075
710000,2870,0,0,3,9,2870,0,98006
710000,3220,0,1,3,10,3220,0,98056
710000,2140,0,0,4,8,1070,1070,98103
710000,4070,0,0,3,10,4070,0,98038
710000,2440,0,0,3,7,1990,450,98005
710000,2700,0,0,4,8,1450,1250,98115
710000,3740,0,0,3,11,3100,640,98166
710000,2570,0,2,3,8,1620,950,98125
710000,1650,0,0,5,8,1650,0,98005
710000,1400,0,0,3,7,1400,0,98119
710000,2780,0,0,3,8,2780,0,98053
710000,2430,0,1,5,7,1620,810,98117
710000,2000,0,3,5,7,1000,1000,98109
710000,2630,0,0,4,9,1700,930,98005
710000,2210,0,1,4,7,1460,750,98116
710000,3920,0,0,3,9,3920,0,98065
710000,1640,0,0,5,7,1540,100,98105
710000,2880,0,0,3,10,2880,0,98075
710000,3130,0,0,4,8,3130,0,98027
710000,2330,0,0,3,9,2330,0,98006
710000,2850,0,2,3,8,1970,880,98115
710000,2000,0,0,5,8,2000,0,98006
710000,3060,0,0,3,9,3060,0,98059
710000,2460,0,0,3,8,1640,820,98122
710000,2870,0,0,5,8,1870,1000,98006
710000,3830,0,0,3,9,3830,0,98027
710000,2440,0,0,3,9,2440,0,98052
710200,1670,0,0,3,8,1350,320,98109
710500,2040,0,0,4,8,1540,500,98107
710800,2880,0,0,3,10,2880,0,98077
711000,1980,0,0,5,6,990,990,98040
711000,2095,0,0,5,8,1295,800,98116
711000,2770,0,0,4,9,2770,0,98029
711000,2550,0,0,3,9,2550,0,98052
711600,3580,0,0,3,10,2370,1210,98007
711777,2220,0,0,4,7,1110,1110,98116
711800,2410,0,0,4,8,2410,0,98006
712000,1250,0,0,4,7,1150,100,98103
712000,2730,0,0,3,8,2730,0,98075
712000,2450,0,0,3,10,2450,0,98074
712000,1700,0,0,4,7,1500,200,98117
712000,3400,0,0,3,9,3400,0,98010
712000,3200,0,0,3,9,3200,0,98075
712000,2375,0,0,3,9,2375,0,98052
712000,3140,0,0,3,10,3140,0,98072
712198,2450,0,0,3,8,2450,0,98052
712500,1660,0,0,4,7,1660,0,98004
712500,2420,0,1,3,8,1420,1000,98118
712500,1770,0,0,3,7,1770,0,98103
712500,2280,0,0,4,7,1340,940,98105
713000,2580,0,2,4,8,1720,860,98007
713000,2310,0,0,3,10,2020,290,98027
713000,1180,0,2,4,8,840,340,98118
713000,2840,0,0,4,8,2840,0,98053
713250,2050,0,0,4,7,2050,0,98040
713400,1810,0,0,4,8,1810,0,98040
713414,2830,0,3,3,9,1730,1100,98126
713500,1720,0,0,3,8,1720,0,98112
713500,2920,0,0,4,8,1520,1400,98006
713900,3370,0,0,3,10,3370,0,98038
714000,2260,0,0,4,8,1520,740,98008
714000,3230,0,0,3,9,3230,0,98052
715000,2000,0,0,4,7,2000,0,98103
715000,1760,0,0,5,7,1160,600,98103
715000,2460,0,0,5,8,2460,0,98053
715000,2410,0,0,3,9,2410,0,98053
715000,3230,0,0,3,9,3230,0,98029
715000,3050,0,3,3,8,1720,1330,98177
715000,2970,0,0,3,9,2970,0,98053
715000,1990,0,0,3,9,1990,0,98118
715000,3260,0,0,3,10,3260,0,98053
715000,2890,0,0,3,8,2890,0,98074
715000,3060,0,0,3,10,2460,600,98052
715000,2550,0,0,3,9,2550,0,98006
715000,2927,0,0,3,10,2927,0,98075
715000,3420,0,3,5,8,1770,1650,98125
715000,2770,0,0,3,9,2770,0,98053
715000,2450,0,0,3,8,1250,1200,98040
715000,2080,0,4,3,8,2080,0,98103
715000,2370,0,0,5,8,1660,710,98052
715000,2780,0,0,3,10,2780,0,98074
715000,3290,0,0,3,9,3290,0,98075
715000,2060,0,0,5,8,1360,700,98199
715000,1670,0,2,5,7,1670,0,98126
715000,2160,0,0,3,8,2160,0,98053
715000,2970,0,0,3,9,2970,0,98074
715000,1000,0,4,4,5,1000,0,98116
715000,3400,0,2,3,8,2860,540,98107
715000,1650,0,4,4,7,1150,500,98117
715000,1710,0,0,3,7,1410,300,98118
715000,1986,0,2,4,8,1746,240,98136
715000,2650,0,0,4,8,1680,970,98029
715000,1860,0,0,3,7,1170,690,98117
715000,1900,0,0,4,9,1460,440,98040
715000,1610,0,0,3,6,900,710,98122
715000,1920,0,0,3,7,1260,660,98112
715000,2570,0,0,3,9,2570,0,98074
715000,2710,0,0,3,8,2230,480,98027
